user_id,user_type,age,price_sensitivity,session_frequency,location,signup_date,experiment_group
U00245,hybrid,39,0.6538651096849937,21,South Dakota,2025-10-24,variant_b
U00246,fashion_shopper,42,0.3894255463262186,17,Rhode Island,2026-04-25,variant_a
U00247,hybrid,19,0.6132233124526596,9,New Mexico,2025-11-16,variant_b
U00248,hybrid,26,0.3129898415317425,25,Montana,2024-05-24,variant_b
U00249,hybrid,26,0.2290381039614156,3,South Dakota,2025-06-03,variant_b
U00250,fashion_shopper,30,0.4365732333495994,16,New Mexico,2024-07-30,control
U00251,fashion_shopper,23,0.7653606658717933,20,Pennsylvania,2026-04-12,variant_a
U00252,hybrid,47,0.9245684332664988,4,Alabama,2025-12-18,variant_b
U00253,fashion_shopper,32,0.5119426463484092,26,Washington,2025-12-22,control
U00254,fashion_shopper,32,0.6785413194478885,24,Florida,2023-07-21,control
U00255,electronics_buyer,24,0.19273341787759043,22,Kansas,2024-04-24,variant_a
U00256,hybrid,28,0.9140173826970959,15,Oklahoma,2025-06-30,variant_b
U00257,electronics_buyer,57,0.611743792212941,2,Michigan,2023-07-21,variant_b
U00258,electronics_buyer,55,0.8023044228626414,20,Delaware,2024-05-04,variant_a
U00259,fashion_shopper,57,0.8149970808292544,17,Montana,2024-08-18,control
U00260,electronics_buyer,19,0.3308324737312953,19,Washington,2023-08-25,variant_a
U00261,hybrid,56,0.5762570078636646,20,Georgia,2024-04-25,variant_b
U00262,fashion_shopper,27,0.9644317764048796,16,Iowa,2023-11-01,control
U00263,electronics_buyer,61,0.180671090338745,24,Michigan,2025-10-31,variant_a
U00264,hybrid,34,0.7147449082266071,19,Florida,2023-07-18,variant_b
U00265,electronics_buyer,24,0.9660376702316548,21,Oklahoma,2024-06-25,variant_b
U00266,electronics_buyer,57,0.37051939724861993,17,Wisconsin,2024-08-02,variant_b
U00267,electronics_buyer,56,0.8753031292639133,29,Missouri,2025-02-11,variant_b
U00268,fashion_shopper,21,0.9402917908674444,4,Texas,2025-03-01,variant_a
U00269,fashion_shopper,52,0.7723775884553425,18,Missouri,2024-07-18,control
U00270,hybrid,64,0.3081954810762625,4,Maine,2026-05-09,variant_b
U00271,hybrid,53,0.4006006469439345,21,New Hampshire,2024-12-14,variant_b
U00272,hybrid,48,0.13222836497595766,3,California,2024-02-06,variant_b
U00273,hybrid,42,0.8483079108208197,22,Pennsylvania,2024-10-30,variant_b
U00274,electronics_buyer,58,0.8646500678599719,28,Kansas,2025-04-09,variant_a
U00275,electronics_buyer,30,0.6694392789695734,18,Florida,2024-05-29,variant_a
U00276,electronics_buyer,35,0.41727506613746623,21,Wyoming,2024-09-01,variant_b
U00277,electronics_buyer,38,0.16912992487592848,20,Delaware,2023-08-03,variant_a
U00278,electronics_buyer,18,0.7777518489234185,5,Kansas,2024-06-17,variant_b
U00279,electronics_buyer,53,0.7538735742489305,29,Alabama,2025-10-07,variant_b
U00280,hybrid,25,0.9213422695650109,9,Wyoming,2026-01-13,variant_b
U00281,fashion_shopper,38,0.7574788189048259,22,Wisconsin,2024-06-21,control
U00282,fashion_shopper,60,0.8458254480196017,23,Kansas,2025-12-23,variant_a
U00283,fashion_shopper,38,0.7713591561135996,27,North Dakota,2024-11-07,control
U00284,electronics_buyer,44,0.6676184694810847,24,Virginia,2025-04-02,variant_a
U00285,fashion_shopper,36,0.48426975477190837,15,Louisiana,2023-12-12,control
U00286,electronics_buyer,40,0.91190557777805,9,North Dakota,2026-05-13,variant_a
U00287,electronics_buyer,60,0.6858717147167228,14,Hawaii,2025-06-13,variant_a
U00288,fashion_shopper,52,0.4585197897693182,21,North Dakota,2025-10-23,control
U00289,electronics_buyer,57,0.1751223656637615,24,Nebraska,2023-06-14,variant_a
U00290,fashion_shopper,59,0.36163437031394396,2,Massachusetts,2024-07-06,control
U00291,fashion_shopper,22,0.5893540613471483,26,Maryland,2025-07-27,control
U00292,hybrid,58,0.3480718330145751,25,Texas,2024-08-27,variant_b
U00293,fashion_shopper,25,0.2991118131261119,18,Maine,2024-01-16,variant_a
U00294,fashion_shopper,28,0.5746541626790624,13,Florida,2024-08-30,control
U00295,electronics_buyer,33,0.25283831130616113,28,Vermont,2025-09-08,variant_a
U00296,electronics_buyer,56,0.8203690569925931,21,Texas,2026-02-13,variant_b
U00297,fashion_shopper,64,0.5359313362083922,16,Pennsylvania,2024-11-10,control
U00298,electronics_buyer,41,0.6164764965663851,6,Oklahoma,2025-03-06,variant_a
U00299,fashion_shopper,38,0.2326449408376137,16,Vermont,2024-09-07,control
U00300,fashion_shopper,40,0.3921187020664306,4,Arkansas,2024-01-19,control
U00301,electronics_buyer,55,0.46908071493503767,24,Florida,2025-10-08,variant_a
U00302,electronics_buyer,64,0.8273915474648527,10,Connecticut,2025-07-10,variant_a
U00303,electronics_buyer,25,0.7931435707775373,19,Idaho,2025-09-02,variant_a
U00304,electronics_buyer,24,0.30067972730891324,11,Indiana,2026-01-16,variant_b
U00305,hybrid,19,0.6545611734463069,29,North Carolina,2025-02-25,variant_b
U00306,electronics_buyer,47,0.31911072199479784,5,Texas,2023-06-06,variant_a
U00307,fashion_shopper,30,0.9894224401212208,18,Texas,2024-11-03,control
U00308,electronics_buyer,40,0.9569114903177836,3,Kansas,2024-12-17,variant_b
U00309,fashion_shopper,46,0.6069382484685585,8,Pennsylvania,2024-10-03,control
U00310,fashion_shopper,55,0.7290123147047286,11,Minnesota,2024-04-17,variant_a
U00311,fashion_shopper,54,0.8212873439877806,21,Wyoming,2026-04-16,control
U00312,fashion_shopper,37,0.7488985780404135,19,New Mexico,2023-10-14,control
U00313,hybrid,50,0.7298458219741788,21,Colorado,2026-01-16,variant_b
U00314,hybrid,46,0.9626986071545752,25,Wisconsin,2026-04-29,variant_b
U00315,electronics_buyer,32,0.636810495676555,3,Delaware,2023-12-15,variant_b
U00316,fashion_shopper,40,0.6726724046371501,12,Illinois,2023-10-15,variant_a
U00317,fashion_shopper,59,0.864341875394363,15,Florida,2024-04-04,control
U00318,fashion_shopper,20,0.7029017810725661,26,Vermont,2023-05-25,control
U00319,fashion_shopper,54,0.7596393598157702,23,North Carolina,2024-07-21,control
U00320,electronics_buyer,46,0.31075181757697823,24,North Carolina,2025-04-16,variant_a
U00321,electronics_buyer,62,0.43414023170356386,16,Georgia,2024-07-19,variant_b
U00322,electronics_buyer,25,0.23257121114070373,5,Wisconsin,2024-05-19,variant_a
U00323,fashion_shopper,39,0.555188898101325,19,Montana,2024-07-01,control
U00324,hybrid,46,0.5101546606122217,27,Nevada,2025-03-22,variant_b
U00325,electronics_buyer,19,0.9974465328515112,6,Pennsylvania,2025-06-27,variant_b
U00326,electronics_buyer,58,0.6500877875339882,29,Minnesota,2023-12-10,variant_a
U00327,electronics_buyer,62,0.807800340874981,12,Massachusetts,2025-01-13,variant_a
U00328,fashion_shopper,18,0.4006132036818888,19,Montana,2025-02-11,variant_a
U00329,fashion_shopper,61,0.8483907982085168,9,South Dakota,2023-09-01,control
U00330,fashion_shopper,37,0.653576469838915,18,California,2024-03-24,variant_a
U00331,electronics_buyer,38,0.7272930984385946,29,Idaho,2024-01-21,variant_b
U00332,fashion_shopper,54,0.364987700154509,3,West Virginia,2025-12-25,control
U00333,fashion_shopper,25,0.5937745525260194,23,South Dakota,2026-02-03,control
U00334,fashion_shopper,44,0.6706332760722478,14,Massachusetts,2024-04-01,control
U00335,fashion_shopper,64,0.630185208234923,26,Minnesota,2026-04-09,control
U00336,hybrid,52,0.9236743402821098,24,Hawaii,2023-06-13,variant_b
U00337,electronics_buyer,23,0.9084453980432982,21,Virginia,2025-04-12,variant_b
U00338,electronics_buyer,62,0.9738856520891835,5,Virginia,2023-06-27,variant_a
U00339,fashion_shopper,61,0.7006852054062904,5,Pennsylvania,2025-12-05,control
U00340,electronics_buyer,36,0.9747227171131162,4,Virginia,2025-11-15,variant_a
U00341,electronics_buyer,35,0.849230200028718,25,Vermont,2024-01-19,variant_a
U00342,fashion_shopper,18,0.3437489263059634,22,Colorado,2025-12-20,control
