product_id,category,subcategory,price,season
F0136,fashion,shoes,228.48,summer
F0137,fashion,outerwear,110.72,all_season
F0138,fashion,bottoms,75.38,spring
F0139,fashion,outerwear,22.76,winter
F0140,fashion,bottoms,291.62,spring
F0141,fashion,bottoms,148.18,summer
F0142,fashion,tops,61.1,winter
F0143,fashion,outerwear,230.98,summer
F0144,fashion,tops,267.98,summer
F0145,fashion,outerwear,165.47,all_season
F0146,fashion,bottoms,23.08,spring
F0147,fashion,accessories,119.07,fall
F0148,fashion,bottoms,84.28,summer
F0149,fashion,tops,196.37,all_season
F0150,fashion,shoes,162.87,winter
F0151,fashion,shoes,116.39,spring
F0152,fashion,bottoms,199.82,all_season
F0153,fashion,shoes,181.56,summer
F0154,fashion,tops,273.35,spring
F0155,fashion,shoes,185.09,fall
F0156,fashion,tops,159.7,winter
F0157,fashion,tops,249.75,winter
F0158,fashion,outerwear,72.69,fall
F0159,fashion,bottoms,84.42,fall
F0160,fashion,accessories,238.32,all_season
F0161,fashion,tops,141.07,winter
F0162,fashion,tops,131.63,winter
F0163,fashion,bottoms,267.82,spring
F0164,fashion,bottoms,188.88,winter
F0165,fashion,tops,243.83,winter
F0166,fashion,tops,245.8,all_season
F0167,fashion,tops,49.21,spring
F0168,fashion,bottoms,201.31,winter
F0169,fashion,outerwear,286.47,all_season
F0170,fashion,bottoms,151.81,fall
F0171,fashion,shoes,223.67,winter
F0172,fashion,tops,176.52,all_season
F0173,fashion,accessories,73.38,fall
F0174,fashion,tops,70.63,winter
F0175,fashion,bottoms,138.64,spring
F0176,fashion,tops,152.65,fall
F0177,fashion,bottoms,158.39,summer
F0178,fashion,outerwear,287.18,spring
F0179,fashion,bottoms,43.57,winter
F0180,fashion,outerwear,123.45,spring
F0181,fashion,outerwear,161.65,all_season
F0182,fashion,tops,289.49,fall
F0183,fashion,bottoms,158.73,fall
F0184,fashion,outerwear,235.95,summer
F0185,fashion,tops,228.54,spring
F0186,fashion,accessories,176.44,summer
F0187,fashion,outerwear,52.25,summer
F0188,fashion,accessories,77.35,winter
F0189,fashion,accessories,83.44,winter
F0190,fashion,accessories,26.02,winter
F0191,fashion,shoes,123.08,winter
F0192,fashion,bottoms,189.0,fall
F0193,fashion,tops,56.12,fall
F0194,fashion,accessories,64.89,summer
F0195,fashion,outerwear,216.49,winter
F0196,fashion,shoes,63.24,spring
F0197,fashion,shoes,53.57,fall
F0198,fashion,bottoms,293.68,spring
F0199,fashion,outerwear,19.2,fall
F0200,fashion,tops,107.74,summer
F0201,fashion,shoes,24.96,spring
F0202,fashion,outerwear,253.84,fall
F0203,fashion,tops,181.31,spring
F0204,fashion,outerwear,28.67,spring
F0205,fashion,outerwear,190.38,summer
F0206,fashion,outerwear,50.08,summer
F0207,fashion,bottoms,156.28,winter
F0208,fashion,bottoms,205.78,fall
F0209,fashion,accessories,57.32,winter
F0210,fashion,bottoms,156.66,spring
F0211,fashion,tops,145.36,summer
F0212,fashion,outerwear,275.99,fall
F0213,fashion,shoes,298.77,spring
F0214,fashion,tops,201.53,spring
F0215,fashion,tops,258.63,winter
F0216,fashion,accessories,199.36,winter
F0217,fashion,outerwear,264.74,summer
F0218,fashion,bottoms,138.48,summer
F0219,fashion,tops,188.28,winter
F0220,fashion,shoes,255.87,spring
F0221,fashion,bottoms,276.65,all_season
F0222,fashion,tops,22.03,all_season
F0223,fashion,shoes,44.63,winter
F0224,fashion,bottoms,280.38,summer
F0225,fashion,shoes,177.02,spring
F0226,fashion,accessories,297.2,all_season
F0227,fashion,bottoms,240.9,summer
F0228,fashion,outerwear,248.17,summer
F0229,fashion,accessories,125.04,summer
F0230,fashion,shoes,88.4,summer
F0231,fashion,tops,185.5,winter
F0232,fashion,outerwear,265.52,all_season
F0233,fashion,outerwear,221.82,winter
F0234,fashion,bottoms,149.57,winter
F0235,fashion,shoes,229.66,summer
F0236,fashion,bottoms,211.76,fall
F0237,fashion,tops,275.22,summer
F0238,fashion,bottoms,90.11,spring
F0239,fashion,tops,49.0,spring
F0240,fashion,tops,148.96,fall
F0241,fashion,bottoms,117.91,spring
F0242,fashion,outerwear,292.84,all_season
F0243,fashion,accessories,17.14,all_season
F0244,fashion,outerwear,281.01,spring
F0245,fashion,bottoms,287.2,summer
F0246,fashion,shoes,29.52,winter
F0247,fashion,accessories,268.53,all_season
F0248,fashion,shoes,149.17,winter
F0249,fashion,tops,233.35,summer
F0250,fashion,bottoms,37.59,spring
F0251,fashion,outerwear,287.23,summer
F0252,fashion,tops,188.15,summer
F0253,fashion,tops,271.13,summer
F0254,fashion,bottoms,206.79,winter
F0255,fashion,outerwear,167.99,summer
F0256,fashion,tops,64.16,winter
F0257,fashion,shoes,65.72,summer
F0258,fashion,tops,149.68,summer
F0259,fashion,shoes,263.08,summer
F0260,fashion,shoes,47.84,summer
F0261,fashion,tops,299.54,winter
F0262,fashion,outerwear,264.63,summer
F0263,fashion,accessories,126.88,winter
F0264,fashion,bottoms,87.14,all_season
F0265,fashion,tops,277.77,winter
F0266,fashion,bottoms,50.12,fall
F0267,fashion,outerwear,113.98,fall
F0268,fashion,tops,38.92,summer
F0269,fashion,bottoms,286.74,fall
F0270,fashion,bottoms,191.02,all_season
F0271,fashion,tops,110.81,spring
F0272,fashion,bottoms,93.51,winter
F0273,fashion,shoes,141.57,winter
F0274,fashion,bottoms,41.04,all_season
F0275,fashion,outerwear,268.46,summer
F0276,fashion,outerwear,160.62,summer
F0277,fashion,bottoms,221.65,summer
F0278,fashion,shoes,81.62,winter
F0279,fashion,shoes,158.57,spring
F0280,fashion,shoes,75.16,summer
F0281,fashion,tops,247.59,summer
F0282,fashion,tops,235.95,summer
F0283,fashion,outerwear,57.24,summer
F0284,fashion,tops,36.23,fall
F0285,fashion,shoes,249.9,all_season
F0286,fashion,shoes,46.25,summer
F0287,fashion,tops,171.32,winter
F0288,fashion,accessories,167.33,winter
F0289,fashion,outerwear,72.84,spring
F0290,fashion,bottoms,183.54,winter
F0291,fashion,outerwear,158.29,spring
F0292,fashion,tops,160.12,winter
F0293,fashion,accessories,117.51,winter
F0294,fashion,shoes,253.95,winter
F0295,fashion,shoes,39.05,summer
F0296,fashion,tops,140.01,fall
F0297,fashion,bottoms,89.05,winter
F0298,fashion,outerwear,256.8,fall
F0299,fashion,bottoms,79.15,winter
F0300,fashion,shoes,233.6,winter
F0301,fashion,outerwear,189.28,summer
F0302,fashion,bottoms,264.32,spring
F0303,fashion,bottoms,184.23,fall
F0304,fashion,outerwear,173.6,winter
F0305,fashion,outerwear,243.32,spring
F0306,fashion,bottoms,175.31,spring
F0307,fashion,shoes,255.69,spring
F0308,fashion,outerwear,29.06,fall
F0309,fashion,tops,156.12,fall
F0310,fashion,tops,246.62,fall
F0311,fashion,shoes,256.78,summer
F0312,fashion,bottoms,252.71,summer
F0313,fashion,shoes,187.25,winter
F0314,fashion,accessories,298.28,spring
F0315,fashion,tops,66.7,summer
F0316,fashion,outerwear,64.72,winter
F0317,fashion,bottoms,24.35,winter
F0318,fashion,bottoms,296.96,summer
F0319,fashion,bottoms,114.19,all_season
F0320,fashion,accessories,232.19,spring
F0321,fashion,tops,32.02,spring
F0322,fashion,tops,100.13,fall
F0323,fashion,outerwear,192.8,winter
F0324,fashion,outerwear,164.56,summer
F0325,fashion,bottoms,74.21,fall
F0326,fashion,tops,146.55,spring
F0327,fashion,shoes,46.0,fall
F0328,fashion,shoes,169.67,summer
F0329,fashion,outerwear,42.63,fall
F0330,fashion,bottoms,196.24,fall
F0331,fashion,tops,59.28,winter
F0332,fashion,shoes,170.92,fall
F0333,fashion,shoes,51.8,fall
F0334,fashion,accessories,129.2,fall
F0335,fashion,outerwear,115.27,all_season
F0336,fashion,shoes,230.58,winter
F0337,fashion,tops,197.73,winter
F0338,fashion,shoes,282.07,fall
F0339,fashion,bottoms,277.74,fall
F0340,fashion,bottoms,221.62,summer
F0341,fashion,outerwear,234.62,winter
F0342,fashion,shoes,193.1,spring
F0343,fashion,tops,212.12,spring
F0344,fashion,bottoms,190.91,winter
F0345,fashion,tops,103.85,spring
F0346,fashion,tops,114.95,all_season
F0347,fashion,accessories,178.8,winter
F0348,fashion,shoes,220.25,fall
F0349,fashion,bottoms,130.74,summer
F0350,fashion,bottoms,55.66,fall
F0351,fashion,bottoms,145.93,fall
F0352,fashion,tops,289.51,summer
F0353,fashion,bottoms,76.01,all_season
F0354,fashion,accessories,199.98,spring
F0355,fashion,accessories,295.02,winter
F0356,fashion,outerwear,122.23,winter
F0357,fashion,shoes,268.05,all_season
F0358,fashion,shoes,261.24,fall
F0359,fashion,bottoms,111.63,fall
F0360,fashion,tops,43.08,all_season
F0361,fashion,shoes,65.88,winter
F0362,fashion,bottoms,119.24,winter
F0363,fashion,accessories,288.35,winter
F0364,fashion,bottoms,93.22,fall
F0365,fashion,outerwear,279.16,spring
F0366,fashion,bottoms,66.69,spring
F0367,fashion,bottoms,291.4,fall
F0368,fashion,outerwear,98.68,summer
F0369,fashion,bottoms,195.43,fall
F0370,fashion,outerwear,34.86,fall
F0371,fashion,tops,100.4,summer
F0372,fashion,shoes,75.05,summer
F0373,fashion,tops,15.97,winter
F0374,fashion,tops,59.68,all_season
F0375,fashion,accessories,184.03,winter
F0376,fashion,bottoms,126.13,spring
F0377,fashion,tops,220.93,fall
F0378,fashion,accessories,206.26,winter
F0379,fashion,outerwear,242.8,fall
F0380,fashion,tops,262.1,summer
F0381,fashion,bottoms,248.65,summer
F0382,fashion,accessories,142.7,summer
F0383,fashion,accessories,102.99,summer
F0384,fashion,outerwear,158.16,spring
F0385,fashion,bottoms,167.51,fall
F0386,fashion,shoes,104.25,fall
F0387,fashion,tops,168.9,winter
F0388,fashion,bottoms,45.15,summer
F0389,fashion,tops,80.85,fall
F0390,fashion,tops,227.62,winter
F0391,fashion,shoes,67.11,all_season
F0392,fashion,tops,54.63,summer
F0393,fashion,outerwear,96.89,summer
F0394,fashion,accessories,120.75,summer
F0395,fashion,tops,108.64,winter
F0396,fashion,outerwear,121.76,all_season
F0397,fashion,outerwear,54.88,fall
F0398,fashion,shoes,62.14,winter
F0399,fashion,bottoms,82.21,fall
F0400,fashion,bottoms,129.57,spring
F0401,fashion,tops,110.73,winter
F0402,fashion,bottoms,240.53,summer
F0403,fashion,tops,164.77,spring
F0404,fashion,shoes,179.07,all_season
F0405,fashion,bottoms,174.77,summer
F0406,fashion,bottoms,128.65,spring
F0407,fashion,bottoms,294.44,summer
F0408,fashion,bottoms,25.64,fall
F0409,fashion,bottoms,76.51,spring
F0410,fashion,bottoms,96.13,summer
F0411,fashion,accessories,266.17,winter
F0412,fashion,shoes,276.88,all_season
F0413,fashion,bottoms,256.14,summer
F0414,fashion,outerwear,133.83,fall
F0415,fashion,accessories,275.67,fall
F0416,fashion,tops,43.07,spring
F0417,fashion,tops,200.94,summer
F0418,fashion,tops,282.11,winter
F0419,fashion,bottoms,230.15,winter
F0420,fashion,bottoms,94.19,summer
F0421,fashion,shoes,219.49,spring
F0422,fashion,outerwear,99.01,spring
F0423,fashion,tops,46.8,fall
F0424,fashion,bottoms,219.41,fall
F0425,fashion,bottoms,66.08,fall
F0426,fashion,outerwear,46.65,winter
F0427,fashion,tops,172.25,all_season
F0428,fashion,tops,191.88,all_season
F0429,fashion,tops,29.55,winter
F0430,fashion,shoes,16.27,fall
F0431,fashion,bottoms,266.39,spring
F0432,fashion,accessories,47.85,summer
F0433,fashion,bottoms,181.41,fall
F0434,fashion,tops,286.76,all_season
F0435,fashion,bottoms,160.89,spring
F0436,fashion,outerwear,54.84,winter
F0437,fashion,bottoms,127.14,all_season
F0438,fashion,accessories,192.85,winter
F0439,fashion,bottoms,232.41,winter
F0440,fashion,bottoms,187.98,summer
F0441,fashion,accessories,24.78,spring
F0442,fashion,tops,55.78,summer
F0443,fashion,tops,120.96,winter
F0444,fashion,tops,216.13,spring
F0445,fashion,tops,181.53,summer
F0446,fashion,bottoms,27.74,fall
F0447,fashion,bottoms,242.11,fall
F0448,fashion,bottoms,187.46,fall
F0449,fashion,bottoms,267.84,all_season
F0450,fashion,shoes,134.03,spring
F0451,fashion,tops,154.71,fall
F0452,fashion,shoes,130.58,fall
F0453,fashion,bottoms,220.9,summer
F0454,fashion,accessories,229.36,fall
F0455,fashion,shoes,221.12,winter
F0456,fashion,shoes,98.11,winter
F0457,fashion,shoes,196.27,spring
F0458,fashion,bottoms,111.48,winter
F0459,fashion,bottoms,252.75,all_season
F0460,fashion,shoes,30.71,spring
F0461,fashion,bottoms,25.75,summer
F0462,fashion,bottoms,43.99,fall
F0463,fashion,bottoms,72.67,spring
F0464,fashion,bottoms,25.73,fall
F0465,fashion,shoes,35.41,summer
F0466,fashion,tops,102.23,all_season
F0467,fashion,tops,43.44,summer
F0468,fashion,outerwear,243.59,all_season
F0469,fashion,tops,30.35,spring
F0470,fashion,bottoms,273.76,spring
F0471,fashion,accessories,263.19,summer
F0472,fashion,tops,74.39,winter
F0473,fashion,outerwear,35.39,fall
F0474,fashion,tops,45.08,winter
F0475,fashion,tops,174.34,summer
F0476,fashion,tops,186.26,spring
F0477,fashion,shoes,104.94,fall
F0478,fashion,outerwear,99.6,fall
F0479,fashion,accessories,166.48,spring
F0480,fashion,shoes,102.1,spring
F0481,fashion,tops,281.28,fall
F0482,fashion,outerwear,124.05,summer
F0483,fashion,accessories,77.65,winter
F0484,fashion,bottoms,56.6,summer
F0485,fashion,accessories,195.04,winter
F0486,fashion,outerwear,108.1,winter
F0487,fashion,shoes,68.81,fall
F0488,fashion,tops,93.61,fall
F0489,fashion,outerwear,102.75,winter
F0490,fashion,tops,193.36,winter
F0491,fashion,shoes,64.78,winter
F0492,fashion,tops,223.85,fall
F0493,fashion,outerwear,101.89,spring
F0494,fashion,bottoms,154.17,summer
F0495,fashion,shoes,201.63,summer
F0496,fashion,tops,169.93,spring
F0497,fashion,shoes,203.74,winter
F0498,fashion,outerwear,106.94,fall
F0499,fashion,outerwear,289.58,fall
E0000,electronics,tablets,750.08,all_season
E0001,electronics,tablets,348.58,all_season
E0002,electronics,laptops,929.42,all_season
E0003,electronics,laptops,238.25,all_season
E0004,electronics,accessories,201.9,all_season
E0005,electronics,phones,298.85,all_season
E0006,electronics,laptops,1229.85,all_season
E0007,electronics,phones,69.63,all_season
E0008,electronics,phones,1099.77,all_season
E0009,electronics,laptops,103.63,all_season
E0010,electronics,phones,895.95,all_season
E0011,electronics,laptops,1164.87,all_season
E0012,electronics,laptops,361.99,all_season
E0013,electronics,accessories,310.0,all_season
E0014,electronics,phones,447.98,all_season
E0015,electronics,tablets,1055.43,all_season
E0016,electronics,phones,397.14,all_season
E0017,electronics,audio,762.62,all_season
E0018,electronics,accessories,219.01,all_season
E0019,electronics,phones,702.57,all_season
E0020,electronics,phones,944.6,all_season
E0021,electronics,laptops,126.29,all_season
E0022,electronics,accessories,1226.83,all_season
E0023,electronics,tablets,1407.41,all_season
E0024,electronics,phones,306.45,all_season
E0025,electronics,audio,1143.96,all_season
E0026,electronics,phones,483.93,all_season
E0027,electronics,tablets,1021.55,all_season
E0028,electronics,audio,473.88,all_season
E0029,electronics,accessories,1296.27,all_season
E0030,electronics,accessories,533.72,all_season
E0031,electronics,audio,1276.27,all_season
E0032,electronics,audio,1153.89,all_season
E0033,electronics,audio,310.56,all_season
E0034,electronics,phones,252.29,all_season
E0035,electronics,phones,1173.89,all_season
E0036,electronics,phones,597.65,all_season
E0037,electronics,accessories,1425.1,all_season
E0038,electronics,laptops,1415.56,all_season
E0039,electronics,phones,1046.35,all_season
E0040,electronics,laptops,760.86,all_season
E0041,electronics,tablets,308.55,all_season
E0042,electronics,accessories,1325.94,all_season
E0043,electronics,phones,141.36,all_season
E0044,electronics,accessories,568.12,all_season
E0045,electronics,phones,492.44,all_season
E0046,electronics,phones,1438.47,all_season
E0047,electronics,audio,194.81,all_season
E0048,electronics,tablets,1337.42,all_season
E0049,electronics,phones,695.52,all_season
E0050,electronics,audio,90.3,all_season
E0051,electronics,phones,1098.72,all_season
E0052,electronics,accessories,169.3,all_season
E0053,electronics,accessories,370.77,all_season
E0054,electronics,phones,1203.6,all_season
E0055,electronics,tablets,249.0,all_season
E0056,electronics,phones,501.7,all_season
E0057,electronics,tablets,554.28,all_season
E0058,electronics,phones,891.43,all_season
E0059,electronics,tablets,1189.1,all_season
E0060,electronics,accessories,361.6,all_season
E0061,electronics,accessories,324.56,all_season
E0062,electronics,accessories,348.42,all_season
E0063,electronics,laptops,584.79,all_season
E0064,electronics,laptops,811.95,all_season
E0065,electronics,phones,39.9,all_season
E0066,electronics,audio,1174.84,all_season
E0067,electronics,accessories,1391.54,all_season
E0068,electronics,audio,1268.41,all_season
E0069,electronics,phones,75.03,all_season
E0070,electronics,tablets,796.27,all_season
E0071,electronics,tablets,1224.76,all_season
E0072,electronics,tablets,529.29,all_season
E0073,electronics,accessories,1347.62,all_season
E0074,electronics,phones,1332.58,all_season
E0075,electronics,accessories,229.72,all_season
E0076,electronics,accessories,750.57,all_season
E0077,electronics,phones,57.99,all_season
E0078,electronics,audio,437.15,all_season
E0079,electronics,tablets,1221.57,all_season
E0080,electronics,accessories,1463.21,all_season
E0081,electronics,accessories,1371.72,all_season
E0082,electronics,tablets,83.02,all_season
E0083,electronics,phones,1391.56,all_season
E0084,electronics,accessories,1237.52,all_season
E0085,electronics,laptops,1304.2,all_season
E0086,electronics,audio,1373.94,all_season
E0087,electronics,laptops,742.51,all_season
E0088,electronics,phones,332.6,all_season
E0089,electronics,audio,51.12,all_season
E0090,electronics,laptops,54.85,all_season
E0091,electronics,laptops,970.92,all_season
E0092,electronics,accessories,519.17,all_season
E0093,electronics,phones,753.93,all_season
E0094,electronics,laptops,214.38,all_season
E0095,electronics,phones,1463.76,all_season
E0096,electronics,audio,212.32,all_season
E0097,electronics,phones,678.31,all_season
E0098,electronics,accessories,676.16,all_season
E0099,electronics,phones,32.79,all_season
E0100,electronics,phones,1008.34,all_season
E0101,electronics,laptops,816.55,all_season
E0102,electronics,audio,756.29,all_season
E0103,electronics,tablets,1230.77,all_season
E0104,electronics,laptops,376.88,all_season
E0105,electronics,laptops,1294.42,all_season
E0106,electronics,phones,1299.87,all_season
E0107,electronics,tablets,1243.76,all_season
E0108,electronics,laptops,525.27,all_season
E0109,electronics,phones,260.59,all_season
E0110,electronics,accessories,723.26,all_season
E0111,electronics,phones,404.56,all_season
E0112,electronics,laptops,97.23,all_season
E0113,electronics,laptops,433.62,all_season
E0114,electronics,phones,714.31,all_season
E0115,electronics,laptops,186.85,all_season
E0116,electronics,laptops,1417.61,all_season
E0117,electronics,accessories,991.03,all_season
E0118,electronics,tablets,221.78,all_season
E0119,electronics,tablets,1221.86,all_season
E0120,electronics,tablets,1393.57,all_season
E0121,electronics,accessories,408.92,all_season
E0122,electronics,laptops,232.01,all_season
E0123,electronics,laptops,497.26,all_season
E0124,electronics,laptops,1251.73,all_season
E0125,electronics,audio,279.14,all_season
E0126,electronics,tablets,1173.43,all_season
E0127,electronics,laptops,1080.07,all_season
E0128,electronics,phones,984.02,all_season
E0129,electronics,accessories,661.31,all_season
E0130,electronics,laptops,562.82,all_season
E0131,electronics,accessories,146.18,all_season
E0132,electronics,audio,548.89,all_season
E0133,electronics,laptops,910.73,all_season
E0134,electronics,laptops,1349.35,all_season
E0135,electronics,laptops,1253.02,all_season
E0136,electronics,laptops,67.68,all_season
E0137,electronics,accessories,225.52,all_season
E0138,electronics,laptops,1275.76,all_season
E0139,electronics,phones,1410.19,all_season
E0140,electronics,tablets,102.6,all_season
E0141,electronics,audio,1057.85,all_season
E0142,electronics,tablets,561.29,all_season
E0143,electronics,laptops,559.15,all_season
E0144,electronics,phones,971.15,all_season
E0145,electronics,accessories,1219.12,all_season
E0146,electronics,laptops,426.76,all_season
E0147,electronics,phones,1063.92,all_season
E0148,electronics,audio,961.1,all_season
E0149,electronics,laptops,785.63,all_season
E0150,electronics,laptops,911.59,all_season
E0151,electronics,accessories,46.72,all_season
E0152,electronics,laptops,26.02,all_season
E0153,electronics,laptops,834.65,all_season
E0154,electronics,laptops,795.68,all_season
E0155,electronics,accessories,125.58,all_season
E0156,electronics,audio,748.2,all_season
E0157,electronics,tablets,1141.14,all_season
E0158,electronics,laptops,820.98,all_season
E0159,electronics,laptops,786.07,all_season
E0160,electronics,tablets,1082.5,all_season
E0161,electronics,accessories,274.33,all_season
E0162,electronics,accessories,697.07,all_season
E0163,electronics,tablets,239.11,all_season
E0164,electronics,audio,795.28,all_season
E0165,electronics,laptops,896.07,all_season
E0166,electronics,laptops,200.08,all_season
E0167,electronics,audio,131.76,all_season
E0168,electronics,phones,266.77,all_season
E0169,electronics,phones,887.78,all_season
E0170,electronics,tablets,300.64,all_season
E0171,electronics,phones,427.36,all_season
E0172,electronics,phones,1059.77,all_season
E0173,electronics,audio,387.55,all_season
E0174,electronics,laptops,608.34,all_season
E0175,electronics,phones,1394.69,all_season
E0176,electronics,laptops,1240.99,all_season
E0177,electronics,accessories,398.1,all_season
E0178,electronics,laptops,904.41,all_season
E0179,electronics,accessories,1005.39,all_season
E0180,electronics,laptops,1352.36,all_season
E0181,electronics,phones,830.25,all_season
E0182,electronics,accessories,850.7,all_season
E0183,electronics,phones,1334.9,all_season
E0184,electronics,phones,100.48,all_season
E0185,electronics,accessories,949.65,all_season
E0186,electronics,laptops,636.64,all_season
E0187,electronics,audio,1366.45,all_season
E0188,electronics,laptops,1441.6,all_season
E0189,electronics,accessories,271.97,all_season
E0190,electronics,accessories,436.57,all_season
E0191,electronics,phones,424.72,all_season
E0192,electronics,laptops,168.93,all_season
E0193,electronics,laptops,734.76,all_season
E0194,electronics,audio,779.36,all_season
E0195,electronics,accessories,868.01,all_season
E0196,electronics,tablets,1001.18,all_season
E0197,electronics,phones,113.12,all_season
E0198,electronics,laptops,941.28,all_season
E0199,electronics,accessories,1372.44,all_season
E0200,electronics,audio,693.39,all_season
E0201,electronics,laptops,177.93,all_season
E0202,electronics,accessories,147.2,all_season
E0203,electronics,laptops,436.99,all_season
E0204,electronics,accessories,1133.74,all_season
E0205,electronics,phones,406.28,all_season
E0206,electronics,accessories,1225.21,all_season
E0207,electronics,audio,1233.1,all_season
E0208,electronics,accessories,696.53,all_season
E0209,electronics,audio,465.17,all_season
E0210,electronics,phones,904.55,all_season
E0211,electronics,audio,1219.58,all_season
E0212,electronics,audio,115.56,all_season
E0213,electronics,laptops,1431.07,all_season
E0214,electronics,phones,975.93,all_season
E0215,electronics,audio,609.26,all_season
